error,id,institute,state,branch,quota,category,gender,opening_rank,closing_rank
,3074,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2168,3220
,3075,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),2273,4232
,3076,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5477,8584
,3077,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,4750,6248
,3078,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),9847,11675
,3079,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,226,226
,3080,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,General (PWD),Female-only (including Supernumerary),832,832
,3081,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,984,1061
,3082,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2087,2087
,3083,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,97,97
,3084,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1977,2607
,3085,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5038,6792
,3086,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1206,1380
,3087,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3234,3721
,3088,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,604,828
,3089,"National Institute of Technology, Kurukshetra",Haryana,"Information Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1017,1017
,3090,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,195,22673
,3091,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),30032,42462
,3092,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,1126,1126
,3093,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3967,4579
,3094,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7294,8067
,3095,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5989,10473
,3096,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17590,23105
,3097,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3065,7564
,3098,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7800,13693
,3099,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4591,4591
,3100,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,8450,16766
,3101,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),28760,30948
,3102,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,306,839
,3103,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2828,3178
,3104,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5434,5789
,3105,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4075,5879
,3106,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12134,14896
,3107,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,530,530
,3108,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2677,3929
,3109,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6996,7414
,3110,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1116,1280
,3111,"National Institute of Technology, Kurukshetra",Haryana,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1867,2325
,3112,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,23216,36278
,3113,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),41800,57430
,3114,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6241,6612
,3115,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),11810,11810
,3116,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10739,15857
,3117,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),24965,27789
,3118,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7894,9517
,3119,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),13922,16250
,3120,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,26451,30474
,3121,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),39960,42052
,3122,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,2919,2919
,3123,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Female-only (including Supernumerary),2037,2037
,3124,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5077,5629
,3125,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7246,7246
,3126,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9310,11206
,3127,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16906,17749
,3128,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5129,6862
,3129,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7680,9765
,3130,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2376,2774
,3131,"National Institute of Technology, Kurukshetra",Haryana,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4514,4514
,3132,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,50210,121784
,3133,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),108606,148165
,3134,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,45052,45052
,3135,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),54900,54900
,3136,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8128,8128
,3137,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2803,4820
,3138,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,36324,39742
,3139,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),50629,50629
,3140,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11742,12556
,3141,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6677,6939
,3142,"National Institute of Technology, Manipur",Manipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2833,2833
,3143,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,53268,220665
,3144,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),149081,167200
,3145,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,84064,110572
,3146,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),79540,79540
,3147,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13455,13455
,3148,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5684,14406
,3149,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),13244,13244
,3150,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,16547,25730
,3151,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),24212,27107
,3152,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6208,7722
,3153,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15502,15502
,3154,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,441,441
,3155,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3992,4317
,3156,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5486,5486
,3157,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1217,1640
,3158,"National Institute of Technology, Manipur",Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3119,3119
,3159,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,131567,183092
,3160,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),94933,94933
,3161,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,67405,70704
,3162,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),110854,110854
,3163,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5191,10871
,3164,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),11762,11762
,3165,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,31730,35493
,3166,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),40883,40883
,3167,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9583,10935
,3168,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17804,17804
,3169,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4968,4968
,3170,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9450,9450
,3171,"National Institute of Technology, Manipur",Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2447,2447
,3172,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,189735,359625
,3173,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),600787,600787
,3174,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,140349,144331
,3175,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13498,18306
,3176,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),22325,22325
,3177,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,24068,29456
,3178,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),34309,35652
,3179,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8923,9230
,3180,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15733,15733
,3181,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4590,5675
,3182,"National Institute of Technology, Manipur",Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2173,2173
,3183,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,242133,319575
,3184,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),472685,472685
,3185,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,119469,119706
,3186,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7701,18142
,3187,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),19639,19639
,3188,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,34721,35228
,3189,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),46142,50071
,3190,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10733,11105
,3191,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19666,19666
,3192,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5492,7090
,3193,"National Institute of Technology, Manipur",Manipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2340,2340
,3194,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,266642,465297
,3195,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),104125,134458
,3196,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),361557,361557
,3197,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,14435,14439
,3198,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,36648,42805
,3199,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),50825,50825
,3200,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12634,12913
,3201,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19582,19773
,3202,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6998,7534
,3203,"National Institute of Technology, Mizoram",Mizoram,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2796,2796
,3204,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,107401,465458
,3205,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),199006,199006
,3206,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),337809,337809
,3207,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,48294,48294
,3208,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),86652,86652
,3209,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,12693,12693
,3210,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,17370,26511
,3211,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),29380,29380
,3212,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,708,708
,3213,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8029,8555
,3214,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13779,13779
,3215,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4296,4453
,3216,"National Institute of Technology, Mizoram",Mizoram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2646,2646
,3217,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,275350,955886
,3218,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),556215,602344
,3219,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,34274,36449
,3220,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),45479,46683
,3221,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11152,11647
,3222,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,1004,1004
,3223,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6029,6029
,3224,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8839,8839
,3225,"National Institute of Technology, Mizoram",Mizoram,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2815,2815
,3226,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,516373,978025
,3227,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),666900,685982
,3228,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,28161,31680
,3229,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),36736,36736
,3230,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,1739,1739
,3231,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9507,9751
,3232,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17053,17053
,3233,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5946,6303
,3234,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9275,9275
,3235,"National Institute of Technology, Mizoram",Mizoram,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2563,2563
,3236,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,488021,981581
,3237,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),485282,485282
,3238,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,38334,39664
,3239,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),50683,51351
,3240,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12210,12303
,3241,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19800,19800
,3242,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7524,7540
,3243,"National Institute of Technology, Mizoram",Mizoram,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2797,2797
,3244,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",HS,General,Gender-Neutral,737,1891
,3245,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",HS,General (PWD),Gender-Neutral,236,236
,3246,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,970,2301
,3247,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,61,61
,3248,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,190,190
,3249,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",OS,General,Gender-Neutral,497,684
,3250,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,325,479
,3251,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,103,103
,3252,"National Institute of Technology, Rourkela",Orissa,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,31,31
,3253,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,40685,53165
,3254,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),30360,58284
,3255,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16066,16066
,3256,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,24709,26722
